REPORTER_STATE,BUYER_STATE,DRUG_NAME,YEAR,sum(DOSAGE_UNIT)
AR,DC,OXYCODONE,2015,113100.0
OK,DC,HYDROCODONE,2017,2800.0
AZ,DE,HYDROCODONE,2007,1275.0
AZ,DC,HYDROCODONE,2017,4800.0
IN,DC,HYDROCODONE,2008,100.0
AZ,PA,OXYCODONE,2014,9800.0
OK,PA,OXYCODONE,2009,9480.0
CO,PA,HYDROCODONE,2010,200.0
OH,WY,OXYCODONE,2015,5600.0
CO,WY,HYDROCODONE,2016,6119340.0
LA,WY,HYDROCODONE,2008,2400.0
CA,WY,HYDROCODONE,2018,3100.0
FL,NE,HYDROCODONE,2009,121300.0
GA,NE,HYDROCODONE,2007,223.0
GA,NE,HYDROCODONE,2011,12620.0
MO,NE,OXYCODONE,2014,6928680.0
NY,NE,OXYCODONE,2014,7600.0
TX,NE,HYDROCODONE,2012,1700.0
TX,NE,HYDROCODONE,2007,27400.0
AZ,NE,HYDROCODONE,2014,12500.0
OR,WA,OXYCODONE,2006,7132820.0
TX,VT,HYDROCODONE,2017,800.0
PA,WA,OXYCODONE,2006,8188.0
KY,NY,OXYCODONE,2011,97000.0
NY,SC,OXYCODONE,2011,4500.0
PA,WA,HYDROCODONE,2014,2500.0
KY,WA,OXYCODONE,2012,4900.0
AL,TX,OXYCODONE,2011,6400.0
AR,TX,OXYCODONE,2013,1394500.0
CA,TX,OXYCODONE,2011,412600.0
WI,TX,HYDROCODONE,2008,1500.0
MO,TX,OXYCODONE,2010,50800.0
KY,FL,HYDROCODONE,2006,5695500.0
CO,TX,HYDROCODONE,2011,700.0
FL,FL,HYDROCODONE,2006,289935738.0
VA,FL,HYDROCODONE,2009,29300.0
WI,TX,HYDROCODONE,2013,7400.0
KS,TX,HYDROCODONE,2014,127400.0
NY,TX,HYDROCODONE,2013,1525500.0
NE,TX,HYDROCODONE,2010,23400.0
MS,TX,HYDROCODONE,2013,61480.0
IA,TX,HYDROCODONE,2012,22500.0
KS,FL,OXYCODONE,2014,2100.0
IN,FL,OXYCODONE,2006,4000.0
SC,HI,HYDROCODONE,2018,100.0
KY,FL,HYDROCODONE,2012,337030.0
AL,FL,HYDROCODONE,2010,5353800.0
OH,FL,OXYCODONE,2008,39897940.0
AL,FL,HYDROCODONE,2007,6520340.0
OK,FL,OXYCODONE,2008,1023450.0
MI,FL,OXYCODONE,2013,1291400.0
LA,IA,HYDROCODONE,2006,300.0
MI,UT,HYDROCODONE,2011,44700.0
MI,UT,OXYCODONE,2006,900.0
NE,FL,HYDROCODONE,2006,600.0
CO,AZ,HYDROCODONE,2007,4100.0
NY,AZ,HYDROCODONE,2010,28200.0
SC,AZ,HYDROCODONE,2008,10500.0
KS,AZ,HYDROCODONE,2014,25700.0
MA,AZ,HYDROCODONE,2010,200.0
CT,FL,HYDROCODONE,2010,4600.0
WV,KY,HYDROCODONE,2012,1835060.0
WV,KY,HYDROCODONE,2011,1551030.0
OK,KY,OXYCODONE,2009,20600.0
WI,KY,HYDROCODONE,2009,1300.0
LA,KY,HYDROCODONE,2013,995440.0
AZ,FL,OXYCODONE,2011,1200.0
KS,MA,HYDROCODONE,2012,1500.0
RI,MA,HYDROCODONE,2014,15163500.0
NY,MA,HYDROCODONE,2010,7770315.0
NH,MA,HYDROCODONE,2006,57000.0
MI,MA,HYDROCODONE,2007,292600.0
TN,MA,OXYCODONE,2010,7380.0
FL,MA,OXYCODONE,2008,15200600.0
LA,MA,HYDROCODONE,2006,2700.0
CA,MA,HYDROCODONE,2007,59360.0
OH,MA,HYDROCODONE,2008,1170300.0
VT,MA,HYDROCODONE,2010,254100.0
AL,MA,HYDROCODONE,2011,233000.0
OH,MA,OXYCODONE,2011,25251400.0
NY,MA,OXYCODONE,2013,1070700.0
OH,CA,HYDROCODONE,2007,17556050.0
MS,MA,HYDROCODONE,2010,40.0
VA,CA,HYDROCODONE,2007,225200.0
AR,MA,HYDROCODONE,2008,4000.0
MI,CA,HYDROCODONE,2011,768900.0
PA,CA,HYDROCODONE,2012,124431.0
WA,CA,HYDROCODONE,2008,185200.0
WA,CA,HYDROCODONE,2007,129100.0
KY,CA,HYDROCODONE,2006,386900.0
AZ,CA,OXYCODONE,2010,416700.0
CT,CA,HYDROCODONE,2014,4900.0
SC,MA,HYDROCODONE,2010,900.0
OK,CA,HYDROCODONE,2006,4401670.0
OH,CA,OXYCODONE,2007,3261620.0
IL,CA,OXYCODONE,2010,2770800.0
NJ,CA,HYDROCODONE,2012,232400.0
WA,CA,HYDROCODONE,2012,3200.0
MI,MN,HYDROCODONE,2015,500.0
OK,CA,OXYCODONE,2010,780.0
LA,CA,HYDROCODONE,2007,3700.0
NE,CA,HYDROCODONE,2009,700.0
SC,CA,OXYCODONE,2006,3900.0
MN,FL,HYDROCODONE,2006,700.0
OK,CA,OXYCODONE,2007,6850.0
MA,CA,HYDROCODONE,2014,300.0
MA,FL,OXYCODONE,2007,500.0
WI,NH,HYDROCODONE,2013,300.0
TX,NH,OXYCODONE,2007,300.0
TX,NY,OXYCODONE,2008,2300.0
AZ,NY,OXYCODONE,2011,400.0
NV,NY,HYDROCODONE,2011,3100.0
KS,NY,HYDROCODONE,2009,1900.0
CA,NY,OXYCODONE,2010,2060.0
OK,CA,OXYCODONE,2009,2000.0
OK,NY,HYDROCODONE,2013,2300.0
NJ,GA,HYDROCODONE,2012,17100.0
NJ,GA,HYDROCODONE,2011,9400.0
AZ,GA,HYDROCODONE,2012,10770.0
LA,GA,OXYCODONE,2009,15040.0
PA,GA,OXYCODONE,2009,5683.0
TX,GA,HYDROCODONE,2013,37500.0
IN,GA,OXYCODONE,2012,5800.0
KY,GA,OXYCODONE,2006,7900.0
MO,NJ,OXYCODONE,2013,2300.0
CA,NJ,OXYCODONE,2010,4800.0
TX,MA,HYDROCODONE,2006,1700.0
WI,MA,HYDROCODONE,2010,1000.0
NC,AR,OXYCODONE,2008,200.0
NJ,GA,HYDROCODONE,2009,1400.0
WA,GA,HYDROCODONE,2007,1000.0
OR,CA,OXYCODONE,2014,200.0
VA,GA,HYDROCODONE,2010,5100.0
SC,PA,OXYCODONE,2008,1500.0
MO,PA,HYDROCODONE,2009,1400.0
VT,PA,HYDROCODONE,2011,3200.0
AR,PA,HYDROCODONE,2009,5200.0
AK,PA,HYDROCODONE,2009,1600.0
NE,PA,HYDROCODONE,2011,3500.0
AZ,AL,OXYCODONE,2009,1710.0
PA,AL,HYDROCODONE,2006,24600.0
NE,AL,HYDROCODONE,2011,400.0
LA,AL,HYDROCODONE,2007,11400.0
WI,AL,HYDROCODONE,2013,300.0
MA,PA,OXYCODONE,2012,99.0
MN,MD,HYDROCODONE,2011,290.0
WA,MD,HYDROCODONE,2011,200.0
CT,MD,OXYCODONE,2010,8760.0
MI,MD,OXYCODONE,2006,4100.0
MN,MD,OXYCODONE,2010,1210.0
TX,MD,HYDROCODONE,2011,100.0
NE,MD,HYDROCODONE,2010,300.0
PA,TX,OXYCODONE,2008,10674.0
GA,MD,OXYCODONE,2013,6000.0
NE,TX,HYDROCODONE,2006,3700.0
NE,MA,HYDROCODONE,2007,100.0
MO,MA,OXYCODONE,2010,400.0
SC,MA,OXYCODONE,2013,100.0
AL,MA,OXYCODONE,2011,4400.0
MN,TX,HYDROCODONE,2010,2530.0
NE,MA,HYDROCODONE,2009,200.0
IN,MO,OXYCODONE,2011,4700.0
SC,MN,OXYCODONE,2009,100.0
NV,TX,HYDROCODONE,2009,1800.0
CT,IL,HYDROCODONE,2014,41700.0
AR,IL,OXYCODONE,2013,1431700.0
VA,IL,HYDROCODONE,2009,15200.0
IN,GU,HYDROCODONE,2010,4500.0
CA,GU,OXYCODONE,2019,2000.0
NE,IL,HYDROCODONE,2011,14100.0
AZ,IL,OXYCODONE,2010,120.0
SC,HI,OXYCODONE,2010,200.0
PA,GU,HYDROCODONE,2013,500.0
HI,GU,HYDROCODONE,2017,96700.0
HI,GU,HYDROCODONE,2007,101400.0
AL,HI,HYDROCODONE,2014,9000.0
KS,ME,HYDROCODONE,2010,200.0
TN,ME,OXYCODONE,2014,400.0
DE,PA,OXYCODONE,2006,100.0
WA,MA,HYDROCODONE,2010,100.0
NE,VA,HYDROCODONE,2009,100.0
AZ,TN,HYDROCODONE,2014,8000.0
PR,TX,HYDROCODONE,2006,200.0
NJ,IL,OXYCODONE,2010,260.0
IN,TN,OXYCODONE,2013,1000.0
MN,TX,HYDROCODONE,2006,3.0
CO,TX,OXYCODONE,2006,450.0
AZ,IL,OXYCODONE,2013,2430.0
MI,IL,OXYCODONE,2011,2200.0
TX,VA,HYDROCODONE,2008,1500.0
AZ,VA,OXYCODONE,2014,900.0
WA,TN,HYDROCODONE,2008,300.0
AR,NC,HYDROCODONE,2012,82600.0
CO,NC,HYDROCODONE,2007,300.0
VA,NC,HYDROCODONE,2011,3400.0
AZ,DE,HYDROCODONE,2008,1200.0
CA,IL,OXYCODONE,2011,2700.0
VA,AL,HYDROCODONE,2013,4000.0
TX,AL,HYDROCODONE,2014,1600.0
OK,VA,OXYCODONE,2012,1600.0
OR,IL,HYDROCODONE,2011,1000.0
MA,IL,HYDROCODONE,2013,100.0
IN,AL,OXYCODONE,2012,100.0
NV,AL,HYDROCODONE,2013,1600.0
NV,AL,HYDROCODONE,2006,200.0
OK,VA,OXYCODONE,2013,100.0
OK,MI,OXYCODONE,2009,23840.0
CA,MI,HYDROCODONE,2007,7620.0
TX,MI,HYDROCODONE,2007,24900.0
AZ,MO,HYDROCODONE,2014,8600.0
SC,CT,OXYCODONE,2010,400.0
SC,OH,HYDROCODONE,2009,15100.0
IN,MI,OXYCODONE,2013,2800.0
IN,MI,OXYCODONE,2014,2700.0
NC,MI,OXYCODONE,2011,200.0
VA,MI,HYDROCODONE,2010,2500.0
NV,NC,HYDROCODONE,2014,100.0
FL,OH,OXYCODONE,2008,21600.0
CO,MI,HYDROCODONE,2013,100.0
NY,LA,OXYCODONE,2009,6500.0
CA,CT,OXYCODONE,2010,300.0
TN,CT,OXYCODONE,2010,420.0
SC,LA,OXYCODONE,2013,200.0
MO,LA,OXYCODONE,2006,100.0
NV,OH,HYDROCODONE,2008,1000.0
NC,OH,OXYCODONE,2007,400.0
NV,OH,HYDROCODONE,2013,1000.0
AZ,WA,HYDROCODONE,2006,5545.0
NV,OH,HYDROCODONE,2006,700.0
TX,OH,OXYCODONE,2007,100.0
NJ,MS,HYDROCODONE,2013,13000.0
NY,MS,OXYCODONE,2007,4000.0
NE,MS,HYDROCODONE,2010,2500.0
WI,MS,HYDROCODONE,2012,600.0
AZ,NC,HYDROCODONE,2014,200.0
MS,NC,OXYCODONE,2010,600.0
PA,MO,HYDROCODONE,2010,1440.0
NE,WA,HYDROCODONE,2011,1500.0
MS,NE,HYDROCODONE,2011,186.0
NJ,NE,HYDROCODONE,2009,2000.0
FL,MT,OXYCODONE,2013,300.0
ID,MT,HYDROCODONE,2007,3600.0
NJ,MT,HYDROCODONE,2007,800.0
TX,MT,HYDROCODONE,2011,6100.0
AL,MT,HYDROCODONE,2006,196660.0
VA,MO,HYDROCODONE,2009,100.0
CT,SC,HYDROCODONE,2006,3200.0
MO,SC,OXYCODONE,2014,300.0
MI,SC,OXYCODONE,2012,4900.0
IA,SC,HYDROCODONE,2011,600.0
NY,SC,OXYCODONE,2012,3000.0
VA,MS,HYDROCODONE,2006,3000.0
MA,MO,HYDROCODONE,2010,100.0
MD,CO,HYDROCODONE,2011,200.0
NY,CO,HYDROCODONE,2008,3750.0
TX,RI,OXYCODONE,2008,200.0
PA,MS,HYDROCODONE,2012,100.0
TN,SD,OXYCODONE,2012,3400.0
CT,KY,HYDROCODONE,2006,1700.0
IN,KY,OXYCODONE,2014,100.0
CT,SC,HYDROCODONE,2013,100.0
TN,CO,OXYCODONE,2006,1000.0
LA,SC,HYDROCODONE,2010,500.0
NY,NE,OXYCODONE,2010,600.0
FL,IA,OXYCODONE,2011,100.0
KY,AZ,OXYCODONE,2009,1900.0
MS,KY,HYDROCODONE,2013,30.0
NE,KY,HYDROCODONE,2008,900.0
MN,AZ,OXYCODONE,2011,165.0
WI,AZ,HYDROCODONE,2007,100.0
SC,AZ,HYDROCODONE,2014,2100.0
WI,OK,HYDROCODONE,2013,3200.0
NE,OK,HYDROCODONE,2006,3130.0
VA,CO,HYDROCODONE,2008,400.0
OK,IA,HYDROCODONE,2008,100.0
NJ,OK,HYDROCODONE,2011,20500.0
IN,OK,OXYCODONE,2012,300.0
TX,KY,HYDROCODONE,2007,100.0
NV,OK,HYDROCODONE,2012,100.0
NV,OK,HYDROCODONE,2013,1000.0
FL,WV,OXYCODONE,2013,300.0
TX,WV,HYDROCODONE,2008,500.0
NE,OK,HYDROCODONE,2010,500.0
NV,OK,HYDROCODONE,2006,300.0
IN,OK,OXYCODONE,2007,100.0
IN,WI,OXYCODONE,2011,4500.0
AZ,WI,OXYCODONE,2014,9500.0
GA,WI,HYDROCODONE,2009,7708.0
KS,WI,HYDROCODONE,2009,700.0
NE,AZ,HYDROCODONE,2009,800.0
TN,AZ,OXYCODONE,2006,400.0
SC,OR,OXYCODONE,2010,500.0
SC,OR,HYDROCODONE,2012,1300.0
MA,WI,HYDROCODONE,2007,200.0
OK,OR,OXYCODONE,2010,200.0
IN,OR,OXYCODONE,2009,800.0
OR,AZ,HYDROCODONE,2010,100.0
MN,AK,HYDROCODONE,2010,7345.0
IN,AK,OXYCODONE,2008,1200.0
MS,AK,HYDROCODONE,2009,9690.0
FL,AK,HYDROCODONE,2010,28200.0
FL,AK,HYDROCODONE,2009,35700.0
OH,AK,OXYCODONE,2012,11250.0
ID,NV,HYDROCODONE,2006,1800.0
FL,NV,OXYCODONE,2013,8900.0
PA,NV,OXYCODONE,2008,492.0
FL,NV,OXYCODONE,2007,10000.0
OR,NV,HYDROCODONE,2010,500.0
NE,NV,HYDROCODONE,2008,100.0
KS,ME,HYDROCODONE,2009,100.0
WA,ME,HYDROCODONE,2011,200.0
PA,MT,HYDROCODONE,2013,100.0
MO,MT,HYDROCODONE,2014,200.0
VA,UT,HYDROCODONE,2006,100.0
KS,KS,OXYCODONE,2013,100.0
WA,NV,HYDROCODONE,2014,300.0
PA,NV,HYDROCODONE,2008,3400.0
CO,WI,HYDROCODONE,2006,600.0
TN,WI,OXYCODONE,2008,200.0
KY,NV,HYDROCODONE,2008,1000.0
SC,NV,OXYCODONE,2007,300.0
FL,NV,OXYCODONE,2010,1400.0
NC,WI,OXYCODONE,2011,270.0
KY,KS,OXYCODONE,2014,100.0
MI,ID,OXYCODONE,2007,200.0
IN,IN,HYDROCODONE,2010,125837540.0
OH,KY,OXYCODONE,2016,26433220.0
CA,IN,HYDROCODONE,2009,235058.0
NY,IN,HYDROCODONE,2013,68300.0
OH,IN,OXYCODONE,2010,23607720.0
NY,IN,HYDROCODONE,2008,51610.0
OH,KY,OXYCODONE,2015,27045560.0
NY,IN,HYDROCODONE,2006,182900.0
TN,IN,OXYCODONE,2014,18720.0
LA,KY,HYDROCODONE,2019,85400.0
MI,KY,HYDROCODONE,2018,987600.0
MN,KY,OXYCODONE,2018,167900.0
MS,KY,HYDROCODONE,2019,10373160.0
KY,KY,HYDROCODONE,2018,2001170.0
IN,KY,HYDROCODONE,2018,20759620.0
NE,IN,OXYCODONE,2008,700.0
AR,PA,HYDROCODONE,2015,12860700.0
AL,PA,HYDROCODONE,2017,369800.0
AL,PA,OXYCODONE,2017,1165600.0
MI,PA,OXYCODONE,2017,115650.0
KY,PA,HYDROCODONE,2017,522920.0
ND,PA,HYDROCODONE,2018,400.0
VT,PA,OXYCODONE,2019,233500.0
OH,PA,OXYCODONE,2019,4301215.0
AZ,PA,HYDROCODONE,2019,98600.0
SC,NY,OXYCODONE,2018,5100.0
MS,CA,OXYCODONE,2017,322900.0
IL,CA,HYDROCODONE,2015,40700.0
OH,CA,HYDROCODONE,2015,7067450.0
OK,CA,OXYCODONE,2015,3494940.0
IN,GA,OXYCODONE,2015,3300.0
KY,GA,HYDROCODONE,2016,691540.0
NC,GA,OXYCODONE,2015,8015230.0
FL,GA,OXYCODONE,2015,2052150.0
AZ,GA,OXYCODONE,2016,105200.0
OH,GA,HYDROCODONE,2015,10060130.0
PA,GA,OXYCODONE,2015,700.0
TX,GA,HYDROCODONE,2018,90400.0
AR,GA,OXYCODONE,2019,6200.0
MO,GA,OXYCODONE,2018,7440.0
IN,GA,OXYCODONE,2018,2300.0
AL,NY,OXYCODONE,2015,529300.0
OH,NY,OXYCODONE,2019,7000.0
SC,NY,OXYCODONE,2015,3200.0
AZ,NY,OXYCODONE,2015,166500.0
OH,NY,HYDROCODONE,2016,482860.0
CT,NY,OXYCODONE,2016,15932080.0
MS,NY,OXYCODONE,2016,578500.0
OK,NY,HYDROCODONE,2016,13800.0
MA,GA,HYDROCODONE,2016,100.0
FL,CA,HYDROCODONE,2019,174780.0
NY,CA,OXYCODONE,2018,17800.0
OK,CA,OXYCODONE,2018,3250.0
OH,TN,HYDROCODONE,2017,386320.0
KY,TN,OXYCODONE,2017,7507520.0
OH,TN,HYDROCODONE,2018,130000.0
MO,TN,HYDROCODONE,2017,9686240.0
MI,TN,OXYCODONE,2015,130600.0
AR,TN,HYDROCODONE,2019,2538240.0
AZ,TN,OXYCODONE,2017,178300.0
LA,TN,HYDROCODONE,2016,10579180.0
ND,TN,HYDROCODONE,2018,400.0
AR,TN,OXYCODONE,2019,2420620.0
OK,TN,HYDROCODONE,2015,13800.0
AR,VA,HYDROCODONE,2017,10353500.0
IL,VA,HYDROCODONE,2017,798100.0
FL,VA,HYDROCODONE,2017,34320.0
PA,VA,HYDROCODONE,2017,149920.0
MN,VA,OXYCODONE,2019,36200.0
MI,VA,HYDROCODONE,2018,5800.0
MI,VA,HYDROCODONE,2016,99900.0
KY,VA,OXYCODONE,2018,18400.0
IL,VA,OXYCODONE,2015,2806300.0
MS,VA,OXYCODONE,2016,333500.0
SC,VA,HYDROCODONE,2019,1832800.0
AR,VA,OXYCODONE,2015,10277600.0
SC,VA,OXYCODONE,2018,2567720.0
OK,VA,HYDROCODONE,2018,1560.0
OH,VA,OXYCODONE,2018,136560.0
OH,VA,HYDROCODONE,2016,923500.0
NY,VA,HYDROCODONE,2016,13400.0
NC,NY,OXYCODONE,2016,17100.0
TN,MI,HYDROCODONE,2019,4369280.0
WI,MI,HYDROCODONE,2019,1569480.0
KY,MI,OXYCODONE,2019,6900.0
GA,MI,OXYCODONE,2015,2500.0
MI,MI,OXYCODONE,2015,58048340.0
IA,MI,OXYCODONE,2018,54040.0
CA,MI,HYDROCODONE,2016,179870.0
MS,MI,OXYCODONE,2018,93400.0
IL,CA,OXYCODONE,2018,7609.0
IN,VA,HYDROCODONE,2018,500.0
TX,VA,HYDROCODONE,2016,600.0
IL,NY,OXYCODONE,2016,100.0
IN,VA,OXYCODONE,2018,400.0
CO,MI,OXYCODONE,2019,200.0
NY,NJ,OXYCODONE,2017,16297040.0
AZ,NJ,HYDROCODONE,2018,18600.0
VT,NJ,OXYCODONE,2019,39800.0
SC,NJ,HYDROCODONE,2015,36200.0
MO,NJ,OXYCODONE,2015,55220.0
OK,NJ,HYDROCODONE,2016,458650.0
TN,NJ,OXYCODONE,2015,52320.0
TN,NJ,OXYCODONE,2019,173680.0
KY,NJ,OXYCODONE,2016,500.0
MN,NC,HYDROCODONE,2019,35600.0
KS,NC,HYDROCODONE,2015,24700.0
AZ,NC,HYDROCODONE,2019,145300.0
TN,NC,HYDROCODONE,2016,657360.0
MS,NC,OXYCODONE,2017,25900.0
KY,NC,HYDROCODONE,2016,125340.0
NY,MD,OXYCODONE,2019,1128800.0
CT,MD,HYDROCODONE,2015,1400.0
PA,MD,HYDROCODONE,2019,4592870.0
PA,MD,OXYCODONE,2015,8453234.0
GA,MD,OXYCODONE,2015,30200.0
NY,MD,OXYCODONE,2015,1868600.0
NY,MD,HYDROCODONE,2015,277310.0
VA,MD,OXYCODONE,2016,70080790.0
SC,MD,HYDROCODONE,2016,286580.0
OK,MD,OXYCODONE,2016,19580.0
AL,MD,OXYCODONE,2017,91300.0
AL,MD,HYDROCODONE,2017,43700.0
MS,MD,HYDROCODONE,2017,558590.0
KY,MD,HYDROCODONE,2018,3500.0
SC,MD,HYDROCODONE,2018,318340.0
TN,MD,OXYCODONE,2018,195140.0
PA,CA,HYDROCODONE,2019,200.0
CA,MD,HYDROCODONE,2016,6450.0
NY,MD,OXYCODONE,2017,1608550.0
MI,MD,HYDROCODONE,2018,63900.0
KS,CA,OXYCODONE,2015,1000.0
IL,NC,HYDROCODONE,2016,43920.0
SC,NC,HYDROCODONE,2018,4704560.0
PA,NC,HYDROCODONE,2016,4100.0
VA,NC,OXYCODONE,2018,24742350.0
AL,LA,OXYCODONE,2012,1393180.0
MS,LA,HYDROCODONE,2013,7599600.0
OH,LA,HYDROCODONE,2008,1612700.0
CA,LA,HYDROCODONE,2010,157728.0
AR,LA,OXYCODONE,2013,2063900.0
OK,LA,OXYCODONE,2006,2700.0
TX,LA,HYDROCODONE,2012,67761630.0
NY,LA,HYDROCODONE,2008,57425.0
TN,LA,OXYCODONE,2014,1417160.0
TN,LA,HYDROCODONE,2011,12145630.0
OH,LA,HYDROCODONE,2013,641754.0
CA,LA,OXYCODONE,2009,759200.0
MS,LA,HYDROCODONE,2008,8297270.0
KY,LA,HYDROCODONE,2013,562000.0
KY,NC,HYDROCODONE,2019,16080.0
GA,FL,OXYCODONE,2017,2787630.0
KY,FL,HYDROCODONE,2016,94740.0
PA,FL,OXYCODONE,2017,111910.0
KY,FL,HYDROCODONE,2017,75000.0
MD,NY,HYDROCODONE,2019,2300.0
CA,NY,OXYCODONE,2019,100.0
WI,FL,HYDROCODONE,2017,1500.0
OH,OH,HYDROCODONE,2006,88503180.0
OH,OH,OXYCODONE,2009,140930240.0
AL,FL,HYDROCODONE,2018,3580500.0
AR,FL,OXYCODONE,2018,5272600.0
MI,OH,OXYCODONE,2010,13849020.0
IL,OH,HYDROCODONE,2008,485020.0
CA,FL,OXYCODONE,2018,286000.0
NY,OH,OXYCODONE,2013,197800.0
IL,OH,HYDROCODONE,2007,1327008.0
PA,OH,HYDROCODONE,2013,26324010.0
NY,OH,OXYCODONE,2009,76200.0
MS,AR,OXYCODONE,2018,8391090.0
MO,NC,HYDROCODONE,2016,420.0
SC,AR,HYDROCODONE,2019,10500.0
NC,AR,HYDROCODONE,2019,99500.0
AR,AR,HYDROCODONE,2015,34149290.0
AR,AR,OXYCODONE,2017,11064550.0
NY,AR,HYDROCODONE,2018,14100.0
AZ,AR,OXYCODONE,2016,2800.0
MS,AR,HYDROCODONE,2019,20882550.0
TX,AR,HYDROCODONE,2019,9419430.0
KS,AR,HYDROCODONE,2019,22200.0
IL,AR,OXYCODONE,2018,3600.0
KY,AR,HYDROCODONE,2019,211900.0
OK,AR,OXYCODONE,2018,4531040.0
PA,AR,HYDROCODONE,2018,4000.0
TN,SC,OXYCODONE,2015,35100.0
MS,SC,OXYCODONE,2016,129000.0
AZ,SC,OXYCODONE,2019,49500.0
NC,SC,OXYCODONE,2018,42385890.0
KY,SC,HYDROCODONE,2017,88200.0
GA,SC,HYDROCODONE,2019,28080190.0
OK,SC,HYDROCODONE,2015,3000.0
MI,MO,HYDROCODONE,2018,86000.0
MO,MO,HYDROCODONE,2015,112387500.0
OK,MO,OXYCODONE,2015,163380.0
MO,MO,OXYCODONE,2015,80147820.0
OH,MO,OXYCODONE,2016,106100.0
KY,MO,OXYCODONE,2015,2645160.0
MS,MO,OXYCODONE,2018,2146760.0
OK,MO,OXYCODONE,2017,100090.0
IL,MO,OXYCODONE,2019,217900.0
WI,MO,HYDROCODONE,2019,13400.0
MN,MO,OXYCODONE,2018,274400.0
MD,MO,HYDROCODONE,2019,28900.0
AR,WV,HYDROCODONE,2015,6287200.0
AR,WV,HYDROCODONE,2018,1265700.0
PA,SC,HYDROCODONE,2019,200.0
WV,WV,OXYCODONE,2015,15208320.0
MI,WV,HYDROCODONE,2015,302200.0
KY,WV,OXYCODONE,2015,191100.0
TN,WV,HYDROCODONE,2016,100360.0
IN,WV,HYDROCODONE,2015,5900.0
MI,WV,HYDROCODONE,2019,19500.0
SC,WV,OXYCODONE,2015,381700.0
CA,MO,OXYCODONE,2017,1080.0
NY,FL,HYDROCODONE,2019,66100.0
MS,FL,OXYCODONE,2019,81500.0
GA,FL,HYDROCODONE,2019,6569700.0
SC,FL,OXYCODONE,2019,700.0
GA,FL,OXYCODONE,2019,5986100.0
MS,MO,HYDROCODONE,2016,63820.0
NC,FL,OXYCODONE,2015,11800.0
AZ,AL,HYDROCODONE,2015,89980.0
OH,AL,HYDROCODONE,2015,4774770.0
FL,AL,HYDROCODONE,2018,4733060.0
AR,AL,OXYCODONE,2016,5338450.0
ND,AL,HYDROCODONE,2018,1500.0
KY,AL,OXYCODONE,2017,664120.0
AZ,AL,OXYCODONE,2018,98100.0
FL,AL,OXYCODONE,2016,1724700.0
MS,AL,HYDROCODONE,2017,34992770.0
MO,AL,HYDROCODONE,2017,2900.0
MS,AL,OXYCODONE,2017,14527680.0
PA,TX,OXYCODONE,2016,20600.0
MI,TX,HYDROCODONE,2015,2840500.0
MI,TX,HYDROCODONE,2016,1795500.0
TX,TX,HYDROCODONE,2015,343995280.0
IL,TX,HYDROCODONE,2015,27760.0
AR,IA,HYDROCODONE,2016,6370900.0
IA,IA,OXYCODONE,2017,9096570.0
MN,IA,HYDROCODONE,2019,3242325.0
WI,IA,HYDROCODONE,2018,26520.0
ND,IA,HYDROCODONE,2019,82700.0
ND,IA,OXYCODONE,2015,83600.0
MS,IA,HYDROCODONE,2016,421910.0
SC,LA,HYDROCODONE,2015,10500.0
AZ,IA,OXYCODONE,2015,10120.0
MO,IA,HYDROCODONE,2019,8203120.0
CA,LA,HYDROCODONE,2018,48364.0
OK,LA,HYDROCODONE,2015,843500.0
TX,LA,OXYCODONE,2018,18333790.0
AR,LA,OXYCODONE,2015,4186600.0
TX,LA,OXYCODONE,2016,28015010.0
OH,LA,HYDROCODONE,2016,32100.0
KY,LA,OXYCODONE,2017,14700.0
GA,LA,HYDROCODONE,2016,3800.0
MI,LA,HYDROCODONE,2016,54400.0
NY,LA,OXYCODONE,2016,21850.0
NC,LA,OXYCODONE,2018,12300.0
OH,LA,OXYCODONE,2018,1205.0
MS,FL,OXYCODONE,2015,100.0
AR,MS,OXYCODONE,2015,4883860.0
KY,MS,OXYCODONE,2015,2001580.0
LA,MS,HYDROCODONE,2015,8116950.0
GA,MS,HYDROCODONE,2017,796490.0
ND,AL,HYDROCODONE,2016,1700.0
IN,MS,HYDROCODONE,2019,3180.0
FL,LA,OXYCODONE,2018,89270.0
SC,MS,OXYCODONE,2015,100.0
MI,MS,OXYCODONE,2017,8750.0
AR,MN,OXYCODONE,2016,4629000.0
FL,MN,HYDROCODONE,2016,4500.0
TX,MN,HYDROCODONE,2018,40500.0
NE,MN,OXYCODONE,2015,249240.0
OK,MN,HYDROCODONE,2015,5640.0
AZ,MN,OXYCODONE,2018,21300.0
MO,MN,HYDROCODONE,2018,2200.0
OH,MN,OXYCODONE,2018,2220.0
KS,MN,HYDROCODONE,2016,10300.0
TX,MS,HYDROCODONE,2010,4624430.0
LA,MS,OXYCODONE,2012,2232720.0
LA,MS,HYDROCODONE,2007,3677300.0
OH,MS,OXYCODONE,2010,1308030.0
GA,MS,HYDROCODONE,2006,1578200.0
FL,MS,HYDROCODONE,2010,1937760.0
LA,MS,HYDROCODONE,2014,9078330.0
NY,MS,HYDROCODONE,2016,1000.0
KY,OK,HYDROCODONE,2015,353700.0
LA,OK,HYDROCODONE,2018,6972090.0
TX,OK,OXYCODONE,2019,16035710.0
TN,OK,HYDROCODONE,2018,864100.0
