REPORTER_STATE,BUYER_STATE,DRUG_NAME,YEAR,sum(DOSAGE_UNIT)
AL,IL,OXYCODONE,2015,29500.0
CA,IL,HYDROCODONE,2018,234810.0
MI,IL,HYDROCODONE,2018,2069500.0
LA,KS,HYDROCODONE,2010,12200.0
AR,IL,OXYCODONE,2016,3368870.0
OH,KS,HYDROCODONE,2007,1200100.0
SC,KS,HYDROCODONE,2014,3400.0
OK,KS,HYDROCODONE,2014,10204870.0
FL,KS,OXYCODONE,2007,19600.0
OH,KS,HYDROCODONE,2011,1241140.0
KY,KS,OXYCODONE,2011,2300.0
AZ,KS,HYDROCODONE,2012,15300.0
AR,KS,OXYCODONE,2010,3599600.0
OK,KS,OXYCODONE,2008,3000540.0
MO,KS,OXYCODONE,2013,25565170.0
MO,KS,OXYCODONE,2008,14928000.0
AL,KS,HYDROCODONE,2006,2221380.0
GA,KS,HYDROCODONE,2012,16440.0
MO,KS,OXYCODONE,2010,16240300.0
OH,KS,OXYCODONE,2013,1583580.0
IA,IN,HYDROCODONE,2011,100.0
AZ,IL,HYDROCODONE,2016,28820.0
NY,IL,HYDROCODONE,2016,148200.0
AL,IL,OXYCODONE,2016,500.0
OK,IL,OXYCODONE,2016,1681900.0
NY,DE,OXYCODONE,2006,451500.0
NY,DE,HYDROCODONE,2009,39300.0
NJ,DE,HYDROCODONE,2011,1171500.0
AR,DE,OXYCODONE,2011,1266400.0
FL,DE,OXYCODONE,2009,58900.0
IN,DE,HYDROCODONE,2012,3300.0
IL,DE,HYDROCODONE,2006,266950.0
MI,DE,OXYCODONE,2007,12600.0
IL,DE,HYDROCODONE,2012,290150.0
VA,DE,OXYCODONE,2012,3355520.0
IL,DE,HYDROCODONE,2009,1400.0
GA,DE,OXYCODONE,2012,89190.0
MD,DE,HYDROCODONE,2010,3443500.0
CA,DE,OXYCODONE,2010,60420.0
AR,DE,OXYCODONE,2006,1058800.0
NY,DE,OXYCODONE,2011,1188900.0
VA,DE,OXYCODONE,2006,101700.0
TN,DE,OXYCODONE,2012,36800.0
KS,DE,HYDROCODONE,2011,200.0
OK,DE,HYDROCODONE,2015,158200.0
WI,DE,HYDROCODONE,2017,1200.0
SC,DE,HYDROCODONE,2017,4000.0
SC,DE,HYDROCODONE,2016,4500.0
GA,DE,OXYCODONE,2010,17424.0
TN,DE,HYDROCODONE,2010,10100.0
NJ,DE,OXYCODONE,2016,5827050.0
SC,DE,HYDROCODONE,2015,7400.0
SC,DE,OXYCODONE,2015,57600.0
SC,CO,HYDROCODONE,2006,30200.0
CO,CO,OXYCODONE,2011,49282280.0
TN,CO,OXYCODONE,2013,167640.0
OH,CO,OXYCODONE,2013,1634230.0
NY,CO,HYDROCODONE,2009,14900.0
GA,CO,HYDROCODONE,2012,45710.0
AR,CO,OXYCODONE,2013,6649200.0
OH,CO,OXYCODONE,2008,1414400.0
TN,CO,HYDROCODONE,2013,565200.0
CA,CO,OXYCODONE,2012,29511910.0
TX,CO,HYDROCODONE,2008,85500.0
AZ,CA,OXYCODONE,2012,531420.0
AR,CA,OXYCODONE,2012,4566000.0
AZ,CA,OXYCODONE,2013,601400.0
FL,CA,OXYCODONE,2008,258800.0
PA,GA,OXYCODONE,2007,43818.0
KS,GA,HYDROCODONE,2014,46100.0
LA,GA,OXYCODONE,2010,8000.0
NE,GA,HYDROCODONE,2009,3300.0
KY,GA,HYDROCODONE,2010,1264580.0
MD,GA,HYDROCODONE,2012,6309940.0
SC,NM,OXYCODONE,2007,200.0
IN,NC,HYDROCODONE,2006,8200.0
TN,NC,HYDROCODONE,2006,31028100.0
TN,NC,OXYCODONE,2007,779980.0
AL,NC,HYDROCODONE,2011,2719300.0
CT,NC,HYDROCODONE,2007,1700.0
GA,NC,HYDROCODONE,2008,27058390.0
CA,NC,HYDROCODONE,2010,242982.0
MI,NC,HYDROCODONE,2007,314500.0
AR,NC,HYDROCODONE,2010,4000.0
GA,NC,OXYCODONE,2012,26314600.0
IN,NC,HYDROCODONE,2010,21170.0
MI,NC,HYDROCODONE,2014,235100.0
VA,NC,HYDROCODONE,2008,121000.0
GA,NC,OXYCODONE,2014,17232140.0
IL,NC,HYDROCODONE,2014,74150.0
KY,NC,OXYCODONE,2009,183160.0
MI,ID,HYDROCODONE,2017,53700.0
OK,ID,HYDROCODONE,2018,3070.0
KS,ID,HYDROCODONE,2019,7800.0
WA,ID,OXYCODONE,2016,1927870.0
FL,ID,HYDROCODONE,2016,9400.0
OH,ID,OXYCODONE,2016,13400.0
KS,ID,OXYCODONE,2019,1000.0
KS,ID,HYDROCODONE,2018,6500.0
WA,ID,OXYCODONE,2019,1314020.0
AL,TX,OXYCODONE,2019,700.0
OK,ID,HYDROCODONE,2016,1799700.0
OH,ID,HYDROCODONE,2016,146500.0
OH,MI,OXYCODONE,2008,16082090.0
MI,MI,OXYCODONE,2010,34208220.0
AZ,IL,HYDROCODONE,2008,60820.0
AL,MI,OXYCODONE,2013,51900.0
OH,IL,HYDROCODONE,2010,15899735.0
KY,IL,OXYCODONE,2006,879325.0
CT,IL,HYDROCODONE,2007,81000.0
AR,IL,HYDROCODONE,2013,6097960.0
VA,IL,HYDROCODONE,2007,19000.0
AL,IL,OXYCODONE,2014,9600.0
TX,IL,HYDROCODONE,2009,2900.0
MO,IL,OXYCODONE,2007,4347140.0
MN,IL,HYDROCODONE,2010,144665.0
MN,IL,HYDROCODONE,2008,8800.0
OH,IL,HYDROCODONE,2008,14138000.0
NJ,IL,HYDROCODONE,2006,45000.0
FL,MI,HYDROCODONE,2010,1201100.0
MO,IL,HYDROCODONE,2014,32234660.0
IN,IL,HYDROCODONE,2012,65755060.0
VA,MI,HYDROCODONE,2006,34200.0
PA,IL,HYDROCODONE,2007,31320.0
MN,MI,HYDROCODONE,2006,197680.0
PA,MI,HYDROCODONE,2014,5519170.0
KS,MI,HYDROCODONE,2009,1300.0
AZ,MI,HYDROCODONE,2014,13100.0
MO,MI,OXYCODONE,2012,121700.0
SC,MI,HYDROCODONE,2007,416500.0
KY,MI,HYDROCODONE,2010,1397200.0
NY,MI,OXYCODONE,2006,31500.0
MN,MI,OXYCODONE,2012,22800.0
NY,NJ,HYDROCODONE,2010,3599900.0
NY,NJ,OXYCODONE,2010,17395500.0
IN,NJ,OXYCODONE,2010,18100.0
PA,NJ,HYDROCODONE,2013,13633274.0
NJ,NJ,OXYCODONE,2013,101151810.0
CA,NJ,HYDROCODONE,2007,14350.0
CA,NJ,HYDROCODONE,2013,46512.0
FL,NJ,OXYCODONE,2006,9609850.0
OH,NJ,HYDROCODONE,2007,1032840.0
OH,NJ,OXYCODONE,2013,5511100.0
TN,NJ,HYDROCODONE,2013,72400.0
SC,NJ,HYDROCODONE,2014,12300.0
CA,NJ,HYDROCODONE,2012,59860.0
IN,NJ,OXYCODONE,2009,12700.0
MD,NJ,HYDROCODONE,2008,8049700.0
MI,NJ,HYDROCODONE,2013,689500.0
OH,NJ,HYDROCODONE,2010,747200.0
OK,NJ,HYDROCODONE,2014,775300.0
NJ,NJ,OXYCODONE,2014,96611450.0
MA,NJ,HYDROCODONE,2006,20700.0
IN,NJ,HYDROCODONE,2014,18300.0
MO,NJ,OXYCODONE,2012,900.0
CO,TX,HYDROCODONE,2018,100.0
KS,RI,HYDROCODONE,2015,200.0
SC,RI,HYDROCODONE,2015,10800.0
NH,RI,OXYCODONE,2018,1400.0
TN,RI,HYDROCODONE,2015,2200.0
AL,RI,HYDROCODONE,2016,5000.0
NC,SC,HYDROCODONE,2007,24903750.0
GA,SC,OXYCODONE,2007,12699740.0
IN,SC,HYDROCODONE,2012,16400.0
TN,ME,HYDROCODONE,2017,54500.0
OH,ME,OXYCODONE,2015,449800.0
CA,SC,OXYCODONE,2009,39980.0
MI,SC,HYDROCODONE,2014,499800.0
MA,SC,HYDROCODONE,2007,32000.0
TN,ME,HYDROCODONE,2015,2900.0
NC,SC,OXYCODONE,2009,19011340.0
MA,ME,OXYCODONE,2016,20582080.0
NC,SC,OXYCODONE,2014,51449880.0
KY,SC,HYDROCODONE,2008,45500.0
FL,SC,HYDROCODONE,2013,3923710.0
TN,SC,HYDROCODONE,2013,42521070.0
AR,ME,OXYCODONE,2018,381900.0
SC,ME,HYDROCODONE,2016,5100.0
AL,OR,HYDROCODONE,2011,226100.0
MN,OR,HYDROCODONE,2011,25950.0
CA,OR,OXYCODONE,2013,4055025.0
TN,OR,HYDROCODONE,2011,80500.0
AR,OR,OXYCODONE,2012,4643900.0
OR,OR,HYDROCODONE,2011,42609390.0
SC,OR,HYDROCODONE,2007,31980.0
AZ,OR,HYDROCODONE,2013,12786740.0
AL,OR,HYDROCODONE,2006,135400.0
AZ,OR,HYDROCODONE,2012,13212960.0
TN,OR,HYDROCODONE,2007,69400.0
CA,OR,OXYCODONE,2009,8985240.0
CA,MI,OXYCODONE,2012,26870.0
ID,OR,HYDROCODONE,2006,5100.0
AL,OR,HYDROCODONE,2010,109800.0
OH,OR,HYDROCODONE,2007,3243600.0
OK,OR,HYDROCODONE,2011,2000.0
WI,SD,HYDROCODONE,2015,3733590.0
CO,SD,OXYCODONE,2015,793400.0
OH,SD,OXYCODONE,2015,134500.0
TN,TN,HYDROCODONE,2011,80125995.0
MS,SD,OXYCODONE,2017,360600.0
FL,TN,HYDROCODONE,2007,1664500.0
FL,TN,OXYCODONE,2008,7284100.0
NY,TN,HYDROCODONE,2006,188440.0
AR,TN,HYDROCODONE,2007,16684400.0
TN,SD,HYDROCODONE,2019,68330.0
FL,TN,HYDROCODONE,2008,1419497.0
TN,SD,OXYCODONE,2018,94000.0
NY,TN,OXYCODONE,2007,4800.0
AL,TN,OXYCODONE,2014,30463440.0
TN,SD,OXYCODONE,2017,113800.0
WI,SD,OXYCODONE,2017,832200.0
NY,TN,OXYCODONE,2009,10700.0
TN,TN,OXYCODONE,2014,50918720.0
MI,TN,OXYCODONE,2008,34500.0
AZ,SD,OXYCODONE,2018,12200.0
IA,SD,OXYCODONE,2019,1818120.0
TN,TN,HYDROCODONE,2006,58483146.0
KY,TN,HYDROCODONE,2011,26691910.0
NY,PA,HYDROCODONE,2009,27304095.0
CT,PA,OXYCODONE,2008,1300.0
TN,PA,HYDROCODONE,2014,656400.0
CA,PA,HYDROCODONE,2014,325640.0
MD,PA,OXYCODONE,2008,3030600.0
PA,PA,HYDROCODONE,2014,62271728.0
NJ,PA,HYDROCODONE,2008,24942180.0
NJ,PA,HYDROCODONE,2012,27580920.0
OH,PA,HYDROCODONE,2011,8406770.0
VA,PA,OXYCODONE,2014,1505280.0
MD,PA,OXYCODONE,2006,525600.0
TN,PA,OXYCODONE,2011,373320.0
TN,ID,OXYCODONE,2012,6900.0
AZ,PA,HYDROCODONE,2006,20310.0
MD,PA,HYDROCODONE,2010,44709700.0
PA,PA,OXYCODONE,2009,47184243.0
IN,PA,OXYCODONE,2009,7700.0
KS,PA,HYDROCODONE,2014,26600.0
NY,PA,HYDROCODONE,2008,30609710.0
MO,ID,HYDROCODONE,2007,3500.0
KY,ID,OXYCODONE,2013,800.0
MS,ID,HYDROCODONE,2011,10.0
OK,AR,OXYCODONE,2010,3389600.0
IL,AR,HYDROCODONE,2012,3218080.0
FL,AR,HYDROCODONE,2013,172815.0
NJ,AR,HYDROCODONE,2007,38000.0
OK,AR,HYDROCODONE,2010,3920620.0
LA,AR,HYDROCODONE,2013,4174790.0
FL,AR,HYDROCODONE,2010,301500.0
AR,AR,OXYCODONE,2013,8256860.0
OH,AR,HYDROCODONE,2009,1117300.0
GA,CT,OXYCODONE,2013,175332.0
FL,CT,OXYCODONE,2016,500.0
NY,CT,OXYCODONE,2012,3847800.0
AR,CT,OXYCODONE,2011,1271800.0
CT,CT,HYDROCODONE,2006,6328860.0
SC,CT,OXYCODONE,2009,900.0
AL,CT,OXYCODONE,2014,59000.0
IL,CT,HYDROCODONE,2007,16110.0
OK,CT,HYDROCODONE,2006,3900.0
MI,CT,HYDROCODONE,2008,268100.0
MD,CT,HYDROCODONE,2009,4087400.0
VT,CT,HYDROCODONE,2009,25800.0
MD,NH,HYDROCODONE,2011,2030200.0
FL,NH,HYDROCODONE,2013,14000.0
WI,NH,HYDROCODONE,2017,800.0
MA,NH,OXYCODONE,2018,16406800.0
AR,NH,OXYCODONE,2013,1541900.0
WA,NH,HYDROCODONE,2006,900.0
KS,NH,HYDROCODONE,2016,200.0
NH,NH,OXYCODONE,2018,537120.0
NY,NH,HYDROCODONE,2009,1294305.0
CT,NH,OXYCODONE,2007,1156700.0
NY,NH,HYDROCODONE,2010,4172000.0
NY,NH,HYDROCODONE,2013,3902130.0
TN,NH,HYDROCODONE,2008,14800.0
PA,NH,HYDROCODONE,2007,1452100.0
MD,NH,HYDROCODONE,2010,1846700.0
NY,NH,OXYCODONE,2011,2000.0
OH,NH,HYDROCODONE,2019,1500.0
OH,NH,OXYCODONE,2006,184600.0
OH,NH,OXYCODONE,2011,5084500.0
VT,NH,HYDROCODONE,2009,167200.0
RI,NH,HYDROCODONE,2011,2616600.0
FL,NH,HYDROCODONE,2011,6900.0
NH,NH,HYDROCODONE,2017,313460.0
TX,NH,HYDROCODONE,2019,500.0
IL,NH,HYDROCODONE,2012,388700.0
TN,NH,OXYCODONE,2010,100.0
TX,NH,HYDROCODONE,2016,1000.0
MA,NH,OXYCODONE,2010,17707520.0
OH,NH,HYDROCODONE,2006,357100.0
SC,NH,HYDROCODONE,2007,3700.0
NE,NH,HYDROCODONE,2006,200.0
OH,MD,HYDROCODONE,2007,2200850.0
VA,MD,OXYCODONE,2010,6664500.0
PA,MD,OXYCODONE,2009,2331700.0
NY,MD,OXYCODONE,2010,1848900.0
OH,MD,OXYCODONE,2006,5030585.0
TN,MD,HYDROCODONE,2010,9284750.0
FL,MD,OXYCODONE,2006,4075300.0
IL,MD,HYDROCODONE,2006,559032.0
VA,MD,HYDROCODONE,2007,2362440.0
CT,MD,HYDROCODONE,2011,8900.0
AR,MD,OXYCODONE,2010,4230500.0
MD,MD,HYDROCODONE,2007,18768760.0
PA,MD,OXYCODONE,2012,5308680.0
VA,MD,OXYCODONE,2007,4180120.0
CT,MD,HYDROCODONE,2007,29700.0
CA,NY,HYDROCODONE,2013,48630.0
NH,NY,OXYCODONE,2008,11900.0
TN,NY,OXYCODONE,2011,412300.0
FL,NY,HYDROCODONE,2013,2097310.0
OH,NY,OXYCODONE,2012,36132740.0
CT,NY,HYDROCODONE,2006,9121740.0
MA,NY,HYDROCODONE,2011,2522300.0
VT,NY,OXYCODONE,2009,493800.0
NY,NY,OXYCODONE,2013,163061440.0
CT,NY,HYDROCODONE,2008,11279400.0
MI,NY,HYDROCODONE,2013,289200.0
AZ,NY,HYDROCODONE,2008,5080.0
MA,NY,OXYCODONE,2009,3455240.0
VT,NY,HYDROCODONE,2008,1148200.0
VT,NY,OXYCODONE,2012,1363940.0
IN,NY,OXYCODONE,2013,12000.0
SC,NY,OXYCODONE,2006,5000.0
OH,NY,OXYCODONE,2006,3220500.0
MA,NY,HYDROCODONE,2009,3295900.0
SC,NH,HYDROCODONE,2018,300.0
NV,NJ,HYDROCODONE,2011,4000.0
TN,VA,HYDROCODONE,2010,37484890.0
FL,VA,OXYCODONE,2009,7198100.0
CT,VA,HYDROCODONE,2013,29600.0
VA,VA,HYDROCODONE,2010,16247430.0
OH,VA,OXYCODONE,2011,14548010.0
KY,VA,HYDROCODONE,2011,100700.0
IL,VA,HYDROCODONE,2014,1913900.0
AR,VA,OXYCODONE,2012,7439700.0
OH,VA,HYDROCODONE,2012,3200055.0
PA,VA,HYDROCODONE,2011,16854780.0
SC,VA,HYDROCODONE,2011,5333970.0
AL,VA,HYDROCODONE,2008,433780.0
OH,VA,OXYCODONE,2006,1427845.0
GA,VA,HYDROCODONE,2006,555750.0
MD,VA,HYDROCODONE,2010,42176910.0
IL,VA,HYDROCODONE,2010,2555644.0
NJ,VA,OXYCODONE,2010,14275198.0
NJ,VA,HYDROCODONE,2008,438900.0
WV,VA,OXYCODONE,2009,1133800.0
AR,VA,HYDROCODONE,2011,1610000.0
FL,VA,HYDROCODONE,2007,1216730.0
KY,VA,HYDROCODONE,2006,1366960.0
FL,VA,HYDROCODONE,2012,1651000.0
NY,VA,OXYCODONE,2007,46300.0
CA,MN,HYDROCODONE,2009,7425.0
NE,MN,HYDROCODONE,2008,356000.0
IN,MN,HYDROCODONE,2006,3569100.0
KS,MN,HYDROCODONE,2012,1500.0
KS,MN,HYDROCODONE,2011,1100.0
AR,MN,OXYCODONE,2009,2646300.0
GA,MN,HYDROCODONE,2009,1500.0
OH,MN,HYDROCODONE,2014,373080.0
AR,MN,OXYCODONE,2006,1615500.0
CA,MN,OXYCODONE,2007,413600.0
OH,MN,OXYCODONE,2011,21355160.0
MO,MN,OXYCODONE,2014,8400.0
AR,MN,OXYCODONE,2010,2894300.0
OH,MN,OXYCODONE,2006,1095520.0
LA,MN,HYDROCODONE,2009,20060.0
CO,UT,HYDROCODONE,2011,178400.0
TN,UT,OXYCODONE,2010,12900.0
AL,UT,HYDROCODONE,2012,229200.0
AR,UT,OXYCODONE,2014,5071700.0
CA,UT,OXYCODONE,2008,3752500.0
UT,UT,HYDROCODONE,2007,26298120.0
NY,UT,HYDROCODONE,2010,25900.0
MI,UT,HYDROCODONE,2007,51700.0
FL,UT,HYDROCODONE,2014,484750.0
CO,UT,OXYCODONE,2011,130700.0
FL,UT,HYDROCODONE,2006,206200.0
MN,WI,HYDROCODONE,2015,5009820.0
MI,UT,OXYCODONE,2014,2800.0
FL,WI,HYDROCODONE,2015,6700.0
KS,WI,HYDROCODONE,2015,9000.0
CA,UT,OXYCODONE,2007,3007200.0
AR,UT,OXYCODONE,2009,2972400.0
TN,WI,HYDROCODONE,2015,32500.0
MI,WI,OXYCODONE,2018,314600.0
OK,UT,OXYCODONE,2013,160800.0
IL,WI,HYDROCODONE,2019,36457440.0
MS,VI,HYDROCODONE,2013,7900.0
OH,VT,OXYCODONE,2007,42600.0
MS,VI,OXYCODONE,2009,80100.0
MA,VT,HYDROCODONE,2013,2210550.0
CA,VT,HYDROCODONE,2012,5220.0
NY,VT,HYDROCODONE,2013,3789140.0
PR,VI,HYDROCODONE,2017,229600.0
PR,VI,OXYCODONE,2018,209300.0
SC,VI,OXYCODONE,2012,31400.0
SC,VI,HYDROCODONE,2012,18330.0
OH,VT,HYDROCODONE,2010,39320.0
MA,VT,HYDROCODONE,2010,2220430.0
FL,VT,HYDROCODONE,2008,48300.0
PR,VI,OXYCODONE,2011,139600.0
TN,VI,OXYCODONE,2014,700.0
IN,VI,HYDROCODONE,2006,100.0
SC,VI,OXYCODONE,2017,1400.0
MS,VI,OXYCODONE,2014,6900.0
OK,VT,OXYCODONE,2013,72700.0
FL,VI,HYDROCODONE,2006,96900.0
OH,VT,OXYCODONE,2006,6500.0
MA,VT,HYDROCODONE,2007,1699950.0
KS,VT,HYDROCODONE,2014,400.0
NV,VT,HYDROCODONE,2007,2000.0
IN,VT,HYDROCODONE,2009,500.0
KY,VT,HYDROCODONE,2014,2700.0
TN,VT,HYDROCODONE,2014,300.0
UT,MO,HYDROCODONE,2013,233200.0
KY,MO,OXYCODONE,2008,4278960.0
NY,MO,HYDROCODONE,2013,50500.0
MO,MO,OXYCODONE,2008,32179340.0
KY,MO,HYDROCODONE,2009,9556260.0
LA,MO,HYDROCODONE,2006,156140.0
MO,MO,HYDROCODONE,2013,71186294.0
NE,MO,OXYCODONE,2011,34400.0
OH,MO,HYDROCODONE,2012,3021280.0
MN,MO,HYDROCODONE,2014,106051.0
MO,MO,HYDROCODONE,2009,57150347.0
KY,MO,OXYCODONE,2009,4800660.0
NJ,MO,OXYCODONE,2008,320.0
AR,MO,OXYCODONE,2009,8122200.0
MS,MO,HYDROCODONE,2010,1930.0
KS,MO,HYDROCODONE,2009,6700.0
OH,HI,OXYCODONE,2009,277900.0
OK,HI,OXYCODONE,2011,250.0
AR,HI,OXYCODONE,2015,426600.0
HI,HI,OXYCODONE,2009,11698320.0
WI,HI,HYDROCODONE,2012,300.0
AZ,HI,HYDROCODONE,2006,8250.0
AZ,HI,HYDROCODONE,2010,7125.0
TX,MO,HYDROCODONE,2006,5400.0
AR,HI,OXYCODONE,2010,360100.0
ID,HI,HYDROCODONE,2007,200.0
KY,HI,HYDROCODONE,2007,26700.0
MS,HI,HYDROCODONE,2010,30.0
PA,HI,HYDROCODONE,2017,94700.0
OH,HI,HYDROCODONE,2017,290460.0
HI,HI,HYDROCODONE,2018,10940100.0
CT,VA,HYDROCODONE,2012,21000.0
MA,VA,HYDROCODONE,2012,21600.0
UT,WY,OXYCODONE,2008,904880.0
NV,WY,HYDROCODONE,2007,700.0
OH,WI,OXYCODONE,2018,61850.0
MI,WY,OXYCODONE,2007,800.0
AZ,WY,HYDROCODONE,2009,2789200.0
FL,WI,HYDROCODONE,2018,5600.0
IL,WY,HYDROCODONE,2008,12190.0
OH,WY,OXYCODONE,2008,56600.0
NY,WY,HYDROCODONE,2006,46035.0
KY,WI,OXYCODONE,2018,11500.0
AZ,WY,HYDROCODONE,2010,2962100.0
UT,WY,HYDROCODONE,2011,1066250.0
MO,WI,OXYCODONE,2018,48700.0
CO,WY,OXYCODONE,2014,5866740.0
NY,WY,HYDROCODONE,2011,1200.0
KS,WY,HYDROCODONE,2011,100.0
MD,WY,HYDROCODONE,2006,700.0
KY,OR,HYDROCODONE,2014,33600.0
NY,OR,OXYCODONE,2014,22600.0
TN,AK,HYDROCODONE,2013,47200.0
MS,AL,OXYCODONE,2006,1158880.0
AL,AK,HYDROCODONE,2011,83600.0
OR,AK,HYDROCODONE,2010,3500.0
OK,AK,HYDROCODONE,2011,7060.0
FL,AK,HYDROCODONE,2019,6950.0
AL,AL,OXYCODONE,2006,11530145.0
TX,AL,HYDROCODONE,2011,33300.0
IN,AK,HYDROCODONE,2006,46400.0
AK,AK,OXYCODONE,2013,1276100.0
IL,AL,HYDROCODONE,2008,15537825.0
LA,AL,OXYCODONE,2009,91520.0
CA,AK,HYDROCODONE,2006,931800.0
VA,AL,HYDROCODONE,2008,10500.0
OK,AK,HYDROCODONE,2016,1200.0
GA,AL,HYDROCODONE,2007,30609560.0
OK,AK,HYDROCODONE,2009,10190.0
WA,AK,OXYCODONE,2008,1881800.0
MS,AL,HYDROCODONE,2014,15177510.0
FL,AL,OXYCODONE,2007,2383900.0
AR,AL,HYDROCODONE,2008,4637320.0
PA,AK,HYDROCODONE,2013,2516.0
OK,AL,HYDROCODONE,2013,93460.0
TX,AK,HYDROCODONE,2017,7900.0
IN,IA,HYDROCODONE,2016,100.0
WI,IA,HYDROCODONE,2012,19784770.0
SD,IA,HYDROCODONE,2006,209940.0
AR,IA,OXYCODONE,2006,1042300.0
IA,IA,HYDROCODONE,2012,13585900.0
CA,IA,HYDROCODONE,2013,23400.0
MO,IA,OXYCODONE,2009,7285960.0
AR,IA,OXYCODONE,2007,1301900.0
MI,AL,OXYCODONE,2008,8700.0
IL,IA,HYDROCODONE,2012,5488080.0
IN,IA,HYDROCODONE,2012,9013000.0
NY,IA,HYDROCODONE,2014,25100.0
IA,IA,HYDROCODONE,2009,10724400.0
IN,VT,OXYCODONE,2008,300.0
OH,VT,HYDROCODONE,2017,5000.0
GA,VT,HYDROCODONE,2006,100.0
AZ,VT,HYDROCODONE,2019,6000.0
AR,VT,OXYCODONE,2015,201100.0
VT,VT,OXYCODONE,2017,580200.0
AZ,VT,OXYCODONE,2018,54800.0
CO,ND,HYDROCODONE,2011,370000.0
WI,ND,HYDROCODONE,2014,1087488.0
CO,ND,OXYCODONE,2009,177900.0
IN,ND,HYDROCODONE,2008,795800.0
SC,ND,HYDROCODONE,2007,1900.0
MN,ND,HYDROCODONE,2011,2675914.0
WI,ND,OXYCODONE,2009,1240560.0
FL,ND,HYDROCODONE,2012,23200.0
NY,ND,HYDROCODONE,2014,4600.0
WI,ND,HYDROCODONE,2008,748700.0
OH,ND,HYDROCODONE,2006,65500.0
CA,ND,HYDROCODONE,2008,3630.0
CA,ND,OXYCODONE,2010,600.0
OK,ND,OXYCODONE,2018,1440.0
MO,NE,OXYCODONE,2008,3517000.0
NE,NE,HYDROCODONE,2010,9860100.0
WI,ND,HYDROCODONE,2016,770140.0
AZ,ND,HYDROCODONE,2017,14000.0
WI,ND,OXYCODONE,2015,929620.0
MN,ND,OXYCODONE,2017,1350880.0
IL,NE,OXYCODONE,2010,155660.0
AZ,ND,OXYCODONE,2016,11200.0
OH,ND,HYDROCODONE,2016,9600.0
CA,RI,HYDROCODONE,2013,2690.0
ID,ND,HYDROCODONE,2008,100.0
TX,ND,HYDROCODONE,2009,1700.0
IL,RI,HYDROCODONE,2007,5700.0
CA,RI,HYDROCODONE,2011,6470.0
OH,RI,HYDROCODONE,2013,300640.0
KY,ND,HYDROCODONE,2011,300.0
IN,RI,HYDROCODONE,2011,6300.0
VT,RI,OXYCODONE,2013,400.0
AR,ND,HYDROCODONE,2008,1500.0
NH,RI,HYDROCODONE,2011,25200.0
MD,RI,HYDROCODONE,2008,1472500.0
IL,RI,HYDROCODONE,2011,67000.0
OK,RI,OXYCODONE,2014,38900.0
NY,RI,OXYCODONE,2014,524000.0
AR,RI,OXYCODONE,2014,354000.0
AL,ND,OXYCODONE,2011,5100.0
NH,RI,HYDROCODONE,2009,19800.0
AR,RI,OXYCODONE,2007,276800.0
FL,RI,HYDROCODONE,2006,151000.0
MI,RI,HYDROCODONE,2014,800.0
AL,ME,OXYCODONE,2012,138300.0
KY,RI,HYDROCODONE,2012,200.0
IN,ME,OXYCODONE,2013,100.0
OH,ME,OXYCODONE,2009,341700.0
PA,ME,HYDROCODONE,2006,31200.0
NH,ME,OXYCODONE,2008,3863400.0
VT,RI,HYDROCODONE,2008,1500.0
PA,ME,HYDROCODONE,2011,33700.0
RI,ME,HYDROCODONE,2007,1794900.0
OH,ME,HYDROCODONE,2009,572460.0
VT,ME,HYDROCODONE,2007,272900.0
VT,ME,OXYCODONE,2009,714800.0
TN,ME,HYDROCODONE,2014,11000.0
PA,ME,HYDROCODONE,2007,75800.0
SC,ME,HYDROCODONE,2006,44700.0
MA,ME,OXYCODONE,2013,22689040.0
CT,ME,HYDROCODONE,2014,57100.0
VT,ME,OXYCODONE,2011,718000.0
MA,NM,HYDROCODONE,2007,300.0
NY,NM,OXYCODONE,2012,2000.0
NY,CO,OXYCODONE,2012,10700.0
MS,CO,HYDROCODONE,2013,20.0
NY,CO,OXYCODONE,2014,6600.0
MI,CO,OXYCODONE,2009,18400.0
FL,CO,OXYCODONE,2007,2000.0
AL,CO,HYDROCODONE,2008,28530.0
KY,CO,OXYCODONE,2012,7380.0
PA,CO,HYDROCODONE,2008,1740.0
MI,NM,OXYCODONE,2011,400.0
PA,AR,OXYCODONE,2008,429.0
TX,WI,HYDROCODONE,2018,100.0
SC,OH,HYDROCODONE,2010,24640.0
NJ,OH,HYDROCODONE,2007,2700.0
OK,OH,OXYCODONE,2010,170990.0
WV,OH,OXYCODONE,2010,73713960.0
WV,OH,OXYCODONE,2012,97531360.0
AR,OH,HYDROCODONE,2010,25900.0
WI,WV,HYDROCODONE,2009,500.0
KY,OH,HYDROCODONE,2014,2469610.0
SC,OH,HYDROCODONE,2011,16700.0
PA,WI,HYDROCODONE,2006,4080.0
CT,WI,HYDROCODONE,2015,200.0
MA,TN,HYDROCODONE,2008,1900.0
PA,CT,OXYCODONE,2010,272.0
OK,CT,OXYCODONE,2007,780.0
DC,DC,OXYCODONE,2006,120000.0
MA,DC,HYDROCODONE,2006,500.0
CO,KS,HYDROCODONE,2007,1200.0
LA,KS,HYDROCODONE,2006,2000.0
PA,KS,HYDROCODONE,2009,3010.0
MS,DC,HYDROCODONE,2017,48620.0
DE,DE,OXYCODONE,2014,100.0
